tiermaker_id;album_persistent_id;order;tier
4;3B3BD2AA83F983C7B701271C38218744;1;A
4;684D34B0B5F8681115301FAC4E86C371;2;A
4;893DFB9F9074ECDA25863A81F007E1F3;3;A
4;80507DF75BDA2D0E1984742002415475;0;B
4;E2A958FCD7D7927E7FFD1822258CBA43;1;B
4;575A48665850B9F89E53FF478B63D0F1;0;C
4;E266C4EA7B1307E0E15AC17AC87BB8B2;1;C
4;2F7CEF519872E41C3D9DD5E150F305B0;2;C
4;F8C2695630FE4C320063DC562C83EF4B;0;D
4;FBF1002BD5551516E2DBBB4B393D7A34;1;D
4;92DB9D35ED7B87E304EA27A64B58E7F2;2;D
4;303E0BCF459147ED8000C7733CF8DBDB;3;D
5;2782F6434D5F6BA34C1A37B649E4599A;0;pool
5;CA29875333224A20621C5E2B3905495E;1;pool
5;E0241B9B585AF16FB156AAF431C5110B;2;pool
5;2746C343FF0926E39E932541776EF725;3;pool
5;A9C879137805093C7DE123081963D0F2;0;S
5;658E715E514B285921F7BE6A84ED225F;1;S
5;90833B3D95146296317DE4FDE2D5E902;2;S
5;C24979754A4729D74AF21C433EE35C73;0;A
5;FD49A3FA8AEF1B15E00E0A2C6E3B9920;1;A
5;A9EE6EE85C2A83186D8D28004110B23B;2;A
5;2782F6434D5F6BA34C1A37B649E4599A;0;B
5;A8E862C697AC822E8781F7EC4587C446;1;B
5;E91AF37D57D10F413BAFB402D0FF35A3;2;B
5;6FBFDB28C75785FF04035D13D19F2C44;3;B
5;C9A08491757A98F410EEFE2D50E0C328;0;C
5;852C86B9AD79107BF1AE98A7AB26E6FA;0;E
6;7D5CE3303A3E91B06A5813589805084E;0;pool
6;9A4B7075666CEB04C8A8974EFC1CC165;1;pool
6;92F8D13969DA289C8AB4ECCD7E7651C5;2;pool
6;B71E7C8CE6B117F49BC0601EF5780D2D;3;pool
6;4414FD60229E775388D542A0B5670347;4;pool
6;456DF14459C8D9C222C59459D41CC934;5;pool
6;38D42F747D51DFCFE0AA861B6D56E4D2;6;pool
6;6BD20B53C93CEFF1CB53AE659271EDE4;0;S
6;E477AB280561D9ABAF136AB6A5776CD2;1;S
6;F90484D7B035F50CB06343B40F155C42;0;A
6;2BCBB441F9F31B1AB4DB24C9AFDB6170;1;A
6;62E5BBB008D7AC1803B49174C4F50ED1;2;A
6;A942F6588E98D7C0C5E4BEA63589ABB5;0;B
6;3A6B2F481E4A4F1751C69F7B2FA0082A;1;B
6;17F187C557F97C994FC292233C405695;2;B
6;63C555988012FE46BBCF517F883F678C;3;B
6;D0067A151DAFA29A8758E47CF5F29DA0;0;C
6;BCC9309204ECDFB4D92016A47FA47502;1;C
6;D208AD0D95104D74255C14BF064AF859;2;C
6;59263FA6329F4141F00A358225327037;3;C
6;92F8D13969DA289C8AB4ECCD7E7651C5;0;D
6;B808FE86EDDAB2C132E82E3B12590A38;1;D
6;3B42A1A87B5494BB43F89C6E0589AF43;0;E
7;F253ABDAEAA47E08C573CED2A8865717;0;pool
7;7EE6C072C61CA59EA87426C05746F2E3;1;pool
7;2BC75C2C406CE4DEB02C37B7824F5A9B;0;S
7;3814F2FE46B2C9659759CEFF51800CD6;0;A
7;BEB0CBAA8479B052962E2D2867A05825;1;A
7;3ED6CD68DAD70A3BFC47C8E82B409D58;0;B
7;C165747D39C73B128AF6CDC21C4A5861;1;B
7;F82FAB5E856D00634BD73C7C9A24D8ED;0;C
7;0E0BF07A4557D28692498EA2EF2310FE;1;C
7;46699BA90C9819EA2C53C17E6F4CBCD2;0;D
7;12FCFFF0E776B84F5D61FA05C9E70EB6;0;E
8;180D5299E8841EC88A7554D2C7BBB29A;0;pool
8;998697159F745954DCD5CA27237AD1A4;1;pool
8;1BB94BC13AE971F358BA8C61BBCCE970;2;pool
8;686D8C9B3175F843A70EB1513DC76905;3;pool
8;9BAD90007B09026144FD1416E5552D32;0;S
8;11D8612AA47077E28DBCF11D00393A4F;1;S
8;A14E9C87B42DF762D1AD20FDC929C3BD;0;A
8;DD924B3FDF0A45890BF08200EF342E68;1;A
8;1D0E74A149B7B1A843D9BE87B4DC8F3F;2;A
8;9356F0FD190F97D2D2E153FEE4F5198F;3;A
8;0AABB408466DCF17CB37CA9A2C10DE79;0;B
8;C5A3839EDFE303071A9C22222779B612;0;D
8;DDDB8B4479E78B5A41E6F7429B055B7F;0;E
9;60DEAD3B4EAEF97386A92EFC447434B3;0;pool
9;E854B988B0247DE96D616F1929F26D7F;1;pool
9;D4FDB9F51E56F085A4FC3CD4D6C95EAB;2;pool
9;26A8ED0BA5800978CDA5AFF2996575C5;3;pool
9;8D817BF05500FEDBC4FC56D3A14D5896;4;pool
9;2CC3759755894AF92C32AA02AEF61DE5;5;pool
9;293F4B092BDF2B4C62F627F26D3C8D2A;6;pool
9;8200A6DEDCE24E83530DE4B40AA68201;0;S
9;39544E2370D5E4740A4B935CBFB83779;1;S
9;897A4F47883C8D7D4317A450DEF642CC;2;S
9;5F84096F4465D6575D0B2126F3F8F2B4;0;A
9;F8EA4EFA4BB1D6E5FBBC7F5DD8B98F3A;0;B
9;7C02613D9E1CED8F909CFD1155025E20;1;B
9;ED1EC9402F6D46B06D1F1D981F12064F;2;B
9;2F862E41D6223B99888166C4BE396D95;0;C
9;906AB1AD66CD825DF8C31C0C1E001D1A;0;E
9;9366E15441AC9F5930FD8815E908412A;1;E
10;C094DA033C4C711E7FF85D7E8C143283;0;pool
10;D34F5E10FE1C6E9F5FE66F4033E73069;1;pool
10;DD09982226477E185868FC517BEC15A5;2;pool
10;1F29C07E6F4104100F0D064438B89032;3;pool
10;62BF2649608EEC908DDC259671FEF48F;4;pool
10;D3F6ECEB2263837C2527264E5DA53859;0;S
10;ECABCA7DF6402845ACA52460D3B279CE;0;A
10;A31ED99FD5D1F991539094A5B7A76575;1;A
10;F44F52C7B4CC86562499CFE73B4BCB6F;2;A
10;9DEFFECCA4E7CFB8535B8FF7F77F4E5F;3;A
10;B52DBCBA7A1A245217C3AFE2B6B0C5AB;0;B
10;774731373CA547368C1EC042CD61C449;1;B
10;B663D0277E97E5992B188841F006D355;0;C
10;A31FBD92D5114A88B3F1A525AD96F1C8;1;C
10;A89EA5717FB65F4E5A13804C4FBEE2B2;0;D
10;CEF973D4D8142201FF7DFC6A9F1C83AB;1;D
11;080E0C589DEA09505BB27050543B32BA;0;pool
11;76BE84221E82DD42155C80F8F0B8D8C3;0;S
11;3C9B1AD7F2623D6C2E99C3E7740D7117;1;S
11;FACA7B800E7D6A103BC7641DD14023D1;0;A
11;AF770D5433C7F91FE3F1D66D1D738B8B;0;B
11;971AA44D8A214FC4D36F487D28E142AF;1;B
11;669EB50DB5504CD5FB71D724DCC8DC0D;0;C
11;F553A51F3CAA7AB67783212AA01A62E9;1;C
11;359B8A9D80B619F0CBB4B4C7F7A0E34D;0;D
12;A959A1DEB667378EDFA35930F4545496;0;pool
12;78A8516FC8C6EF4B81A972AF9F957037;1;pool
12;599F03CB0671830585EFC56CD63AEF1D;2;pool
12;749F55BF9C1D55E5B846044494A08935;3;pool
12;540177E725D0301EF1A29CEC9C626DE5;4;pool
12;5C137FEDD3E8AA5C4F59C0145F0A3C58;0;S
12;15593B9201CF5661776FDEDFF2AEB40A;1;S
12;73BA2FB6A9F7E444250CF575F97B3097;0;A
12;97A2A70A64BE1C42591D8096CBCE106D;1;A
12;10B0EDEEC1B800ACB6769815C1337D5F;0;B
12;626643B8C2F4D89E95C2DAB052C3E064;0;C
12;EC64F10D1E37A072252AB4F09B4BC4E9;1;C
13;B26E582C0C3D3FEB0D17C06E58C8DC80;0;pool
13;205D8525F199058E3A5DD162EE11865A;1;pool
13;2C3DB0DB9853A168C9B4A51AAD8C9B4A;2;pool
13;3FC4F85298E73E011154DA8E60AA5441;3;pool
13;B2775923DFDBCE6635EACFE6EB66171A;0;S
13;BEA1F2BF59699A1C065114AC1CCFED6C;1;S
13;E14DFFEE1F6DF895F98179DF5657E44A;2;S
13;B62AD998A38F55927B2A4518FEA00CD3;0;A
13;F33ACBB0C422213C07B33A5292945D79;1;A
13;138F3A3AFFCD4F68374664A1727C89BB;0;B
13;957317C57F357C6FC29CFEA266755BFF;1;B
13;FF5F2506AD05748F0C3E60341B5D9462;0;C
13;E13A0F6453E2767C389221AEC1BE8890;1;C
13;72D2DC36521948B987CB81D01AE84887;0;D
13;3DD8ACC118168C43EC10E3CD984748F2;1;D
14;A2E89D0FD669E2130B731586A35F21FE;0;pool
14;A559BAF0FDD99A44B63CE71D8FC7AEB1;1;pool
14;5BB1C33A5BD5B8F0E0B67250632986CE;2;pool
14;3841F17366DEC14718500EB95EE7995F;3;pool
14;891845311D21E22037C7D5EA0E8D8EBD;0;S
14;78C2AE645614D4D8BD232EF384F8860A;1;S
14;3BE16B0A85EF02CE00A0255A991C1114;0;A
14;4F5A6B7482EDB85DBFB49376F50654BB;1;A
14;4500C5C0130CA4CA65B5B58191CECE40;2;A
14;B2FA259101B2B003202DC3D5963D5DC7;3;A
14;7DB19598EF1F9C6EC21A8957A03FF40B;0;B
14;9A54A297F4087AC630FBBC723A2E1A3A;1;B
16;A97198813AECB7D9F3CB6E05B815AFC1;0;pool
16;18A9D405A2F24591EDEB89CA941639F2;1;pool
16;D4DBECBA89F76C048782CED163252EFF;2;pool
16;D303E7904C9A42D7D96E6267AE3B3610;3;pool
16;10DCE2580CF27FBDBA6DAAAD5CE261A8;4;pool
16;A78C8277B1B6FD229463B67BBC299B02;5;pool
16;3BB9B35E0426A711505DB399855060D2;6;pool
16;257ACBCE6C05309F102CC9379C9DF38A;0;S
16;0233BDE2D20DE747DB79BC814A128676;1;S
16;6608EBFFDAE7F421E1562DA35ECACC3D;0;A
16;7244581D45A9275515813C7A2B8B6134;1;A
16;47918B7793F9A6B0CEDBAD52153E48A4;2;A
16;79A7010C7816A87F11B351F2D5C8C122;0;B
16;0FD74E9A3A23B6EA494A0DE3F588C5F0;0;C
16;AD55ABB0FF3692D31B2495457C46DB69;1;C
16;567805C0BBD8B715D71D55EB488BB926;2;C
16;C85FF5240C15FC5AAB526608756C85A8;3;C
16;3425EF01436DC0C88E60F8C0DB75CEC2;0;D
17;7E6C6E9B9837DD7375764F27C6402921;0;pool
17;75A5B3910A1B237ABE92F2C1B67EE944;1;pool
17;FEA5A73CF4CDDCF9A3C2B201BFA0CB86;2;pool
17;F8F412939F1AF4956E4A7D32CD02226D;3;pool
17;543C69CBB8D562B757478FC7F4645599;4;pool
17;2A7FCDF4E63F731C41B5E886351F254E;5;pool
17;954C96E856D0F5E9DF1209D825FE5C25;0;S
17;DDA32B8DAE2360D70263BFF0BCC9E5B6;1;S
17;139F9E0373DAC22B0AE16596639F3EAA;2;S
17;FAFDE0E55A22C07AF093D756CE051940;0;A
17;A459502FFF00E29C09A303ADBF9B12D7;1;A
17;808613B8CB00CD7A36D62A4D7BDAF62C;2;A
17;1657F1F40CE9A36DA050EAA5FD746876;0;B
17;F7EC5C3E1073EF3045D6AF8BB36024FC;1;B
17;D029FCDA16834C821826F6FAA6DE290E;2;B
15;C3E98F202125C2F25FFFFA78A0965903;0;pool
15;1D1693787C8B7153143343F5A0933CB2;1;pool
15;D3B0F11925404ED889DF06C25358E32D;0;S
15;2DFCF151D27D40B39B84D417D0771BD4;1;S
15;87177F72033B472627D2FC51C1D462CF;0;A
15;419D7D026CE8334EF26D9399F834CED8;1;A
15;1E5EE20FF33EB5CD45044036A23BD818;2;A
15;54691CF6D9A83833DA00896BD0EE7BD4;0;B
15;ED79F9B732F6D155F2B58A1C48F3B549;1;B
15;82690A2223E10CFC10DE129452F67FDD;2;B
15;CA50A9AA861FF148DFDA98234A9DA9F3;0;C
15;65618BCC9F9EDB7F73B8956A90F5F536;1;C
15;C8FDFD1D89F52D69907B338D06D68687;0;D
15;346D8A2A6E1D922330191A91987CC419;0;E
15;6815877911E1A4A33265003504FD3139;1;E
18;5B7EDD862813DD8AE9357962664EB418;0;pool
18;CA0D7D6409658660435533833B94D2B2;0;S
18;F01AFB5E4F5802EB950C12712ACEB239;0;A
18;923E555649FF7A07AB2CA72C7ED30889;1;A
18;A0A569346175DCE775AFDCD006FC8D65;2;A
18;3FDE83B4F8C686767D357C78CB9D1B30;3;A
18;EECBB164BF006FB6E98BAC568786BB0D;4;A
18;99A6C225248BFCBDFF6A3D7B5EBF8C51;0;B
18;20849B16CA2850AEECD1BEC34A76D178;1;B
18;96FA20650F411D8DCB78014D023A86EA;2;B
19;A4B3F7503306BFDB17C9B5F4A66CF12A;0;pool
19;DCE601F9722EDB1EB6D4BF94AF729114;0;S
19;9568723A7DE7158C25DAFD2C89BB4BDA;1;S
19;D1CC9CA95E6841B8A47BC4501F651654;0;A
19;0316F3F22E054ABD57039BBBB972FA8E;1;A
19;9F1A394805B2659B91F0044658692DD2;2;A
19;0B657BC40BCCB438C1B354A0A6EFAE49;0;B
19;785B19FC101BFFA4CC13945AE03CD47B;1;B
19;6E4F391B07AB22DE74CF2A420C9E113F;2;B
19;673FF77C016C7DF3ACDD150906D743D3;0;C
19;006010E537071E664349255A2D1DAE28;1;C
19;093A08EDE18A0B5ACDC3B5DB56F44650;2;C
19;0EB1AEDAD6EA6AF6CAD53F862E9C5147;3;C
19;EF7944DE3E9B1207A9BF8FDF6229D7F6;0;D
19;76E9FC7AC9215A6377D3DD1FD07504C5;1;D
19;2C8A0768887BF6617BC356557024B684;2;D
20;E16DF6FA166E515F724E54A12072E9E4;0;pool
20;C62E1C97EF238780446448E2C2F1E0BD;0;S
20;F34DD4F85030AADA8FCB1DAD4ECC9BCC;1;S
20;240CEB4E08C45D01AD0F64E397F0EBAA;0;A
20;4271573311116845E3268236DF78394B;1;A
20;31BE19117C4A7C9828695EAF69B68AD2;2;A
20;0C5902CB93FCAF2213542DFE0F44E074;0;B
20;F5DCA5005C9CA7061DAA13F8A5C877C9;1;B
20;B96BC09F666126AC558E24B08566F51D;2;B
20;D36D3BC557B7A44633D84BF20EDE342D;0;C
20;DCEE48899F9D5D1304D4943239F7D2A2;1;C
20;990A46BDBC6B44C8AF67CDBD16F24AEF;2;C
20;451C487917829174B3533D1E68501303;3;C
21;5CF563F677D9FB6E0C68D0F80FEBC59E;0;pool
21;D2A24005DCEBA6548DB0E90EED273E0D;1;pool
21;678EA9A059219A0866644C165865D8D4;0;S
21;BB4EE1B2F29A9FF01C41514DAC0816FF;1;S
21;CBB4C0011B89B92636E91BBBB57C4B2C;0;A
21;4B2BA337400B22795A655CD3EF91CB94;1;A
21;3ABE0F85B2F950E42270E0E7E25AB8ED;0;B
22;B304C0AB119616196B3A65B16391E83D;0;pool
22;B468A55FEE854D940776C509B93472BE;1;pool
22;ECEE879CE9198B62B585D1F7EFF2BD47;2;pool
22;61742EB1C7F637B633AB1F83955C28AE;3;pool
22;6B8A64944FA638EDEE276B1A6FA5C336;0;S
22;85D47B47B13BBF677E8C87BBBC7EAF96;0;A
22;52A81E283CC2CD5C588B6B8DAE91782F;1;A
22;2A47F1F045C31262276AD7A83F421022;2;A
22;74D238C4DB15CD9BD65832138E0D6BBB;3;A
22;0C45C1074F9E3302513277A39A662616;0;B
22;C11FB4FA96AE4C5CF59F2B70EAA59C95;1;B
22;879FBDD4C48CEE86DF857D774BE66C1D;2;B
22;06F4F55A61291206DB7ECDD67E8495C9;3;B
22;D784FB4F98CA10CFAD6F8FA571EC1E72;0;C
22;6D8F766C25DB9E1BA4A4D75B6847030D;1;C
22;17F2D43E7F0C7B9D0F36584E20241988;2;C
22;AEA56A8802AFC256973B2777843C3103;3;C
22;FCB9907319B0272E4826C5CF2EC17385;0;D
23;73948113DF91F01E09F6E9DC77819FFC;0;pool
23;D9C2FA02A7F51EA82CAE1457DE96491C;1;pool
23;7E7BF3CE66F6D59538A928D6DC7BB2F1;2;pool
23;5B093333629D4F19382EF9B43065D082;3;pool
23;924504B1A934BA77CE248E87A27B6DCF;4;pool
23;970AE3EBEA904171B7EFC172D50BEE09;5;pool
23;4B3484D6324FF4179892F2A3E1BE7773;0;S
23;1A72DBD2B8BCA7328A56F2C0F77076AD;1;S
23;505E62CCE6D638DFF8A08F9AAFD8D221;0;A
23;FC48DF5F4FEE4187CCEDBD81DE202B88;1;A
23;B51C4AACF0D14B5C6FA0A068388CE626;2;A
23;EB8B830816F9F3B25E2C0E62C115D5AA;3;A
23;DEA3795CAC4B47C51ABCE791CFE2542D;4;A
23;74CD32F23224C37D5E8D228AB1FBE562;0;B
23;BB08E7E5BB1544BBBA81BA8289D6B3A1;1;B
23;A9D10A406CE4EEB267F95750738E6A8C;2;B
23;576A46B3ECEF5C52FCDD88C615078075;0;C
23;9ADDA89E00AE6F485EE14FFC348097D6;1;C
23;5CD3D0F71B1F839A95FD4E32221BDBE7;2;C
23;04B74272788C1F58353E242F48467F62;0;D
23;89AB1D9C6AE717744335EE31ADC3241A;0;E
23;D9A427443783064CBBB7F4EAD1B0EB8A;1;E
24;1032FFFBA988A67326C9793516ABC762;0;S
24;B27C311805A70AB5F6B4E6688AD99D31;0;A
24;2FE42E8C21BE420C1514EB6965197CC0;1;A
24;C4765126600C5623139276315DB0C5B7;2;A
24;E136E7539315DBFC5581B5FF7666A040;3;A
24;131DB2A80FF3CE5A97F8E7712D54C88B;0;B
24;5D97373E5D36E051CB285DF40E554E57;1;B
24;3DDE368C9CBE6E1CA9BB2A7F65D62DE7;2;B
24;317131991FB2C82F397E5EC86F92D34F;3;B
24;7280F744E9401741D571BE9ECE788259;4;B
24;B7EA97AFFEBFBFE1CD443CC678054102;5;B
24;82ADB3882DF43758F8EC8CA3CC7D0411;0;C
24;B726479D48259AF266A8A605517DF393;0;D
24;B8622272B48A38F5B6670FCA98DA0C78;1;D
