persistent_id;spotify_api_track_custom_id;artist;album;name
DCFB5F98DE3AF0E1;1w0CieNB8EVMRyCftMy9Uv;Anouk;"Anouk Is Alive";"One Word"
9EF782B253B8C92A;1fA7cneiXNzR9LjF6oRQSF;Anouk;"Anouk Is Alive";"Our Own Love"
0DAE38B34173F009;3jxfBpllHuBUCvt7WU8fAm;Anouk;"Anouk Is Alive";"Graduated Fool"
5D8E0DDC7D5C4773;0Zijch508Z0DXPhwDWSNyZ;Anouk;"Anouk Is Alive";"Home Is In My Head"
7B6DEDF745550078;4T1EEj1L74SsfH0L3TNI6j;Anouk;"Anouk Is Alive";Girl
5C4DDE8798522E3E;5zDfWJL6G6RkHdQlfUiEih;"Ryan Adams";"Prisoner B-Sides";Juli
EB8EB2354EDF63D9;5w4GQVbDo9CAbCqMUJitqs;Anouk;"Live & Acoustic";"Jerusalem - Live & Acoustic"
329CE80293C36A54;492Wtu7HVN5A9vWw1XTyQL;Anouk;"Live At Gelredome";"Might As Well - Live At Gelredome, Arnhem / 2008"
68DB702C4BC1C22B;2ljLLD6WFIWwCuTj2xevoM;Anouk;"Modern Classics";"Three Days In A Row"
629A7F1ED0BBF66D;20ovD16FnFAzBsiU3FLQU2;Anthrax;"Live: The Island Years";"A.I.R. - Live"
A0DFE261B7A5A3A1;0tvL0ty9QmDmEqCcsmT4OF;Anthrax;"Live: The Island Years";"Caught In A Mosh - Live"
23514EF620FF00FF;0kaf0I3moUEgpUgXr8PVgW;Anthrax;"Live: The Island Years";"Indians - Live"
274DA9B4B36E48E3;1XKUJteF2AGjNKf6vrxDQ6;Anthrax;"Music of Mass Destruction";"What Doesn't Die"
E23FC5C7BFCFA81F;5wZFNrISKKlVa7Zg3PRL8W;Anthrax;"Music of Mass Destruction";Fueled
20BCD188EBBD001D;4Mpl1ZThgpZo5vS4oPIry1;Anthrax;"The Greater of Two Evils";"Among the Living"
0797A64F7152F470;3PFu9kJXAWe1serAaDC7NP;Anthrax;"The Greater of Two Evils";"N.F.L. (Nice Fucking Life - Efilgnikcufecin)"
8A23504AFB3851FF;5DwCK0vBSkcZv9OOldeDhp;Anthrax;"I'm The Man";"I'm The Man - Extremely Def Ill Uncensored Version"
25934594710F7034;01nNJ2JguBWk58l6koX70m;Anthrax;"I'm The Man";"Caught In A Mosh - Live"
45CF1E7F72E3EC0D;2zjUGfh1MqYNfYrQ6Fbu0o;"Fiona Apple";"Extraordinary Machine";"Tymps (The Sick in the Head Song)"
FB92D79D5F3B998E;3TcmqdciWnQOXxYohhERbP;"Arcade Fire";"Neon Bible";"(Antichrist Television Blues)"
42318D01B55283AC;7E2NpVcD3i6AIm3uyd343i;Air;"Moon Safari";"New Star in the Sky"
589F479E4A828F17;1Eaqc5EdMMvFcI4Z1Wh4VG;AC/DC;"Live (Collector's Edition)";"T.N.T. - Live - 1991"
5560839762704EB0;5tDYg0YvjnqOdawBiZW1pQ;Anathema;"Distant Satellites";Anathema
BBC8A3281FB830D0;556xB12GNbmvQjrtZLx9un;Anathema;"A Sort of Homecoming";"Anathema - Live"
AF2C244B3ACE131D;6qWIwHvtdCriYcuSm5o7AH;Anathema;"A Sort of Homecoming";"A Natural Disaster - Live"
